fixture,source,nodes,edges,version,crossings,overlaps,dirChanges,trunkVar,edgeLen,area
healthcare,internal,9,9,v0-original,0,0,0,0,833,222552
healthcare,internal,9,9,v1-compact-classic,0,0,0,0,621,166914
healthcare,internal,9,9,v2-compact-ordered,0,0,0,0,621,166914
healthcare,internal,9,9,v3-ga-evolved,0,0,0,0,621,166914
healthcare,internal,9,9,v3b-route-aware,0,0,0,0,621,166914
healthcare,internal,9,9,v4-grid-ordered,0,0,0,0,833,222552
manufacturing,internal,9,8,v0-original,0,1,0,0,720,206388
manufacturing,internal,9,8,v1-compact-classic,0,1,0,0,432,138996
manufacturing,internal,9,8,v2-compact-ordered,0,1,0,0,432,138996
manufacturing,internal,9,8,v3-ga-evolved,0,1,0,0,432,138996
manufacturing,internal,9,8,v3b-route-aware,0,1,0,0,432,138996
manufacturing,internal,9,8,v4-grid-ordered,0,1,0,0,720,206388
movie_production,internal,9,10,v0-original,0,0,0,0,1013,222552
movie_production,internal,9,10,v1-compact-classic,0,0,0,0,729,166914
movie_production,internal,9,10,v2-compact-ordered,0,0,0,0,729,166914
movie_production,internal,9,10,v3-ga-evolved,0,0,0,0,729,166914
movie_production,internal,9,10,v3b-route-aware,0,0,0,0,729,166914
movie_production,internal,9,10,v4-grid-ordered,0,0,0,0,1013,222552
deep_chain,internal,10,9,v0-original,0,0,0,0,810,227448
deep_chain,internal,10,9,v1-compact-classic,0,0,0,0,486,151632
deep_chain,internal,10,9,v2-compact-ordered,0,0,0,0,486,151632
deep_chain,internal,10,9,v3-ga-evolved,0,0,0,0,486,151632
deep_chain,internal,10,9,v3b-route-aware,0,0,0,0,486,151632
deep_chain,internal,10,9,v4-grid-ordered,0,0,0,0,810,227448
event_planning,internal,9,9,v0-original,0,0,0,0,833,222552
event_planning,internal,9,9,v1-compact-classic,0,0,0,0,621,166914
event_planning,internal,9,9,v2-compact-ordered,0,0,0,0,621,166914
event_planning,internal,9,9,v3-ga-evolved,0,0,0,0,621,166914
event_planning,internal,9,9,v3b-route-aware,0,0,0,0,621,166914
event_planning,internal,9,9,v4-grid-ordered,0,0,0,0,833,222552
supply_chain_10cls,internal,12,11,v0-original,0,1,0,0,990,269568
supply_chain_10cls,internal,12,11,v1-compact-classic,0,1,0,0,594,176904
supply_chain_10cls,internal,12,11,v2-compact-ordered,0,1,0,0,594,176904
supply_chain_10cls,internal,12,11,v3-ga-evolved,0,1,0,0,594,176904
supply_chain_10cls,internal,12,11,v3b-route-aware,0,1,0,0,594,176904
supply_chain_10cls,internal,12,11,v4-grid-ordered,0,1,0,0,990,269568
mfg_dim,internal,10,9,v0-original,0,1,0,0,810,227448
mfg_dim,internal,10,9,v1-compact-classic,0,1,0,0,486,151632
mfg_dim,internal,10,9,v2-compact-ordered,0,1,0,0,486,151632
mfg_dim,internal,10,9,v3-ga-evolved,0,1,0,0,486,151632
mfg_dim,internal,10,9,v3b-route-aware,0,1,0,0,486,151632
mfg_dim,internal,10,9,v4-grid-ordered,0,1,0,0,810,227448
pipeline_dim,internal,8,8,v0-original,0,0,0,0,821,197262
pipeline_dim,internal,8,8,v1-compact-classic,0,0,0,0,557,151740
pipeline_dim,internal,8,8,v2-compact-ordered,0,0,0,0,557,151740
pipeline_dim,internal,8,8,v3-ga-evolved,0,0,0,0,557,151740
pipeline_dim,internal,8,8,v3b-route-aware,0,0,0,0,557,151740
pipeline_dim,internal,8,8,v4-grid-ordered,0,0,0,0,821,197262
g.20.3,north,20,20,v0-original,1,1,2,0,1845,230490
g.20.3,north,20,20,v1-compact-classic,1,1,2,0,1558,228150
g.20.3,north,20,20,v2-compact-ordered,0,1,2,0,1495,182520
g.20.3,north,20,20,v3-ga-evolved,0,1,1,0,1579,228150
g.20.3,north,20,20,v3b-route-aware,0,1,1,0,1579,228150
g.20.3,north,20,20,v4-grid-ordered,0,1,2,0,1795,184392
g.30.1,north,30,45,v0-original,13,1,3,0,7293,329940
g.30.1,north,30,45,v1-compact-classic,13,1,3,0,7370,391716
g.30.1,north,30,45,v2-compact-ordered,1,1,2,0,6764,326430
g.30.1,north,30,45,v3-ga-evolved,3,0,4,0,6832,326430
g.30.1,north,30,45,v3b-route-aware,1,1,2,0,6740,391716
g.30.1,north,30,45,v4-grid-ordered,1,1,2,0,6537,274950
g.40.5,north,40,56,v0-original,9,0,16,0,7372,286758
g.40.5,north,40,56,v1-compact-classic,9,0,16,0,12967,507465
g.40.5,north,40,56,v2-compact-ordered,0,2,12,0,12585,439425
g.40.5,north,40,56,v3-ga-evolved,24,0,12,0,13188,455490
g.40.5,north,40,56,v3b-route-aware,0,0,14,0,12514,439425
g.40.5,north,40,56,v4-grid-ordered,0,2,12,0,7007,248310
